6 15 4 16 17 7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25,15 4 16 17 7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4
15 4 16 17 7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4,4 16 17 7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7
4 16 17 7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7,16 17 7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19
16 17 7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19,17 7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4
17 7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4,7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24
7 7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24,7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26
7 18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26,18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23
18 4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23,4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23
4 7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23,7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26
7 19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26,19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27
19 4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27,4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21
4 1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21,1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4
1 2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4,2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28
2 3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28,3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2
3 4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2,4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27
4 20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27,20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18
20 7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18,7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3
7 21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3,21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25
21 22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25,22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22
22 23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22,23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3
23 3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3,3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27
3 10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27,10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6
10 3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6,3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6 3
3 4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6 3,4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6 3 29
4 24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6 3 29,24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6 3 29 4
24 7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6 3 29 4,7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6 3 29 4 14
7 6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6 3 29 4 14,6 18 25 4 7 19 4 24 26 23 23 26 27 21 4 28 2 27 18 3 25 22 3 27 6 3 29 4 14 30
1 2 26 25 4 3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27,2 26 25 4 3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13
2 26 25 4 3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13,26 25 4 3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30
26 25 4 3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30,25 4 3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7
25 4 3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7,4 3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13
4 3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13,3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3
3 17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3,17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4
17 7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4,7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27
7 7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27,7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13
7 18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13,18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30
18 4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30,4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32
4 26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32,26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2
26 25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2,25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3
25 4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3,4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6
4 19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6,19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3
19 7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3,7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4
7 6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4,6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27
6 4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27,4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10
4 10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10,10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4
10 2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4,2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13
2 3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13,3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7
3 4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7,4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4
4 12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4,12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9
12 25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9,25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7
25 3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7,3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25
3 4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25,4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10
4 7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10,7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4
7 19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4,19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27
19 4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27,4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13
4 27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13,27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33
27 13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33,13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33 4
13 30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33 4,30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33 4 32
30 7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33 4 32,7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33 4 32 26
7 13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33 4 32 26,13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33 4 32 26 10
13 3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33 4 32 26 10,3 4 27 13 30 32 2 3 6 3 4 27 10 4 13 7 4 9 7 25 10 4 27 13 33 4 32 26 10 2
27 23 21 7 25 10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3,23 21 7 25 10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34
23 21 7 25 10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34,21 7 25 10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3
21 7 25 10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3,7 25 10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6
7 25 10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6,25 10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35
25 10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35,10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4
10 4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4,4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4
4 13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4,13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36
13 7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36,7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7
7 4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7,4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12
4 6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12,6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4
6 3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4,3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21
3 25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21,25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27
25 10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27,10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30
10 6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30,6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4
6 26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4,26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9
26 9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9,9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7
9 10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7,10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22
10 26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22,26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30
26 7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30,7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4
7 13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4,13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26
13 25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26,25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10
25 4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10,4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29
4 32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29,32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4
32 2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4,2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15
2 27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15,27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26
27 10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26,10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34
10 25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34,25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3
25 7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3,7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4
7 3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4,3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26
3 34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26,34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10
34 3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10,3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10 4
3 6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10 4,6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10 4 27
6 35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10 4 27,35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10 4 27 32
35 4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10 4 27 32,4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10 4 27 32 27
4 4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10 4 27 32 27,4 36 7 12 4 21 27 30 4 9 7 22 30 4 26 10 29 4 15 26 34 3 4 26 10 4 27 32 27 30
